"","pes21_occ_text"
"19424",""
"19425",""
"19426","."
"19427","-99"
"19428","Driver"
"19429","Letter carrier"
"19430","Executive assistant"
"19431","clerk"
"19432","-99"
"19433","Government"
"19434","Handy Man - Fixer"
"19435","Nurse"
"19436","Étudiant"
"19437","Ingénieur"
"19438","Étude et emploi"
"19439",""
"19440",""
"19441","Social Worker"
"19442",""
"19443","Lawyer"
"19444","Project Manager"
"19445","Machine operator"
"19446",""
"19447","Childcare provider"
"19448","retired"
"19449",""
"19450","CONTRACTOR"
"19451","MILITAIRE"
"19452","Adjoint"
"19453",""
"19454",""
"19455","-99"
"19456","-99"
"19457",""
"19458","desgner"
"19459","mechanic"
"19460",""
"19461","Fiscaliste"
"19462","Étudiant"
"19463","Registered nurse"
"19464","Surveillante aérienne"
"19465",""
"19466",""
"19467","engineer"
"19468","-99"
"19469","professional"
"19470","DEPARTMENT MANAGER"
"19471","-99"
"19472","IT Manager"
"19473","driver"
"19474",""
"19475","HVAC Engineer"
"19476","IT Professional"
"19477",""
"19478",""
"19479","Technicien en recherche"
"19480",""
"19481","Fundraiser"
"19482","Étudiant"
"19483",""
"19484","special education assistant"
"19485",""
"19486","accounting"
"19487",""
"19488","Éducateur en santé menntale"
"19489","cpp"
"19490","Secretaire de direction"
"19491","manager of a veterinary clinic"
"19492","Retired from Bell"
"19493",""
"19494","Foncitonnaite"
"19495","conseiller en gestion"
"19496",""
"19497","good"
"19498",""
"19499","Médical"
"19500","-99"
"19501","retired"
"19502","Foreman"
"19503","Client Service Specialist"
"19504","-99"
"19505",""
"19506","-99"
"19507",""
"19508","Administration"
"19509",""
"19510","retired"
"19511","army officer"
"19512",""
"19513","librarian"
"19514",""
"19515","Administration"
"19516","Realtor"
"19517","-99"
"19518","Retired"
"19519","teacher"
"19520","Trades"
"19521","Agent service client"
"19522","Financial Rep"
"19523","-99"
"19524","Sécurité"
"19525","educator"
"19526","Hospitality"
"19527","Parking cashier"
"19528","retired"
"19529","Retired"
"19530","education srvices"
"19531","Fonctionnaire federal"
"19532",""
"19533","Éducatrice Spécialisée"
"19534","HR"
"19535","Teacher"
"19536","Reg Nurse"
"19537",""
"19538","-99"
"19539","Finance"
"19540","Bookkeeper"
"19541",""
"19542","Student"
"19543",""
"19544",""
"19545","Caretaker"
"19546","ESL Teacher"
"19547",""
"19548","Custodian"
"19549",""
"19550","Military/Health Care"
"19551","homemaker"
"19552","Educator"
"19553","-99"
"19554",""
"19555","étudiante"
"19556","-99"
"19557","Laboratoryjne technolodist"
"19558",""
"19559",""
"19560",""
"19561","Accidenté du travail"
"19562",""
"19563",""
"19564","Disabled"
"19565","consultant"
"19566","Foreur"
"19567","-99"
"19568","Administrative"
"19569","T.V. reporter/anchor"
"19570","agriculteur"
"19571","Security Services"
"19572","facility manager"
"19573",""
"19574","Hr manager"
"19575",""
"19576","retraite"
"19577",""
"19578","Office Clerk"
"19579","Teacher"
"19580","Legal assistant"
"19581",""
"19582","Enseignante"
"19583",""
"19584","chauffeur"
"19585",""
"19586","Teacher"
"19587","retired"
"19588","travailleur"
"19589","Préposés aux bénéficiaires"
"19590",""
"19591","-99"
"19592","Civil Servant"
"19593","Ingénieur"
"19594","Dangerous Goods Specialist"
"19595","HR ADVISOR"
"19596","Hospital Clerk"
"19597","-99"
"19598","School psychologist"
"19599",""
"19600","Quality Assurance Manager - High Tech Industry"
"19601",""
"19602","Employé temps plein"
"19603",""
"19604","Dunno"
"19605","Landscaper"
"19606","Employé a temps plein"
"19607","teacher"
"19608","Computer tech"
"19609","administrative manager"
"19610","-99"
"19611",""
"19612","Unskilled labour"
"19613","Chiropractic receptionist"
"19614","accountant"
"19615","Machine shop worker"
"19616","retired"
"19617","Music"
"19618","Risk Manager"
"19619","Administrator"
"19620",""
"19621","Retraité"
"19622","AV coordinator"
"19623","Disabled"
"19624","j'étais Directeur Financier"
"19625","-99"
"19626",""
"19627","Operations"
"19628","Government"
"19629",""
"19630",""
"19631","Admin Assistant"
"19632","plumber"
"19633","Student"
"19634","IT Manager"
"19635",""
"19636","grocery store manager"
"19637","Conseiller vendeur"
"19638",""
"19639","General Manager of big box retailer"
"19640","retired"
"19641","infirmière"
"19642",""
"19643",""
"19644","-99"
"19645",""
"19646","Fast food manager"
"19647","Coordinator"
"19648","-99"
"19649",""
"19650","-99"
"19651","Homemaker"
"19652","-99"
"19653","Real estate sales"
"19654","Travailleur autonome"
"19655","administrative"
"19656","Student"
"19657","-99"
"19658",""
"19659","Director"
"19660","Librarian"
"19661",""
"19662","Student"
"19663",""
"19664",""
"19665",""
"19666",""
"19667","Casino dealer"
"19668","Associate"
"19669",""
"19670","Home health aid"
"19671","retired"
"19672","Ultrasound"
"19673","Directeur IT"
"19674",""
"19675",""
"19676",""
"19677",""
"19678","-99"
"19679","opp"
"19680","-99"
"19681",""
"19682","Transit operator"
"19683","Manager"
"19684",""
"19685","-99"
"19686","Engineer"
"19687",""
"19688","Student"
"19689","-99"
"19690",""
"19691","Agente administrative"
"19692","retired - former office clerical"
"19693","Manufacturing"
"19694","-99"
"19695","Financially abused and oppressed"
"19696","Sales marketing executive"
"19697","Machine Operator"
"19698",""
"19699","Telecommunications Planner"
"19700","Essw"
"19701","Meteorology"
"19702",""
"19703","kinesiologist"
"19704",""
"19705",""
"19706","Service c;lientèle"
"19707","tech"
"19708","(retraite) cultivateur"
"19709","Ajusteur de règlement d’assurance"
"19710","Manager"
"19711",""
"19712",""
"19713",""
"19714","Delivery Coordinator"
"19715","pilot"
"19716","-99"
"19717","Administration"
"19718","EXPÉDITEUR"
"19719",""
"19720",""
"19721","-99"
"19722","transit driver"
"19723","Library Technician"
"19724","VP Market Research"
"19725","Ingénieur au chômage"
"19726","retired"
"19727","-99"
"19728",""
"19729","administrateur public"
"19730","Transport"
"19731","Mechanical engineer"
"19732","Conseillère en gestion des ressources humaines"
"19733",""
"19734",""
"19735",""
"19736",""
"19737","Oul and gas"
"19738",""
"19739",""
"19740",""
"19741","Nurse"
"19742","Construction"
"19743","Assistante a la gestion de projets"
"19744","adjointe administrative"
"19745",""
"19746","retired"
"19747","Financial Advisor"
"19748","Travailleur temps plein fonction publique"
"19749",""
"19750","student"
"19751","Retraitée"
"19752","Executive"
"19753","Financial analyst"
"19754",""
"19755",""
"19756","-99"
"19757",""
"19758","petrolium technologist"
"19759",""
"19760","Travail à temps plein"
"19761",""
"19762","PDG"
"19763","forced-retired steel producer & heavy equipment operator"
"19764","government worker"
"19765","IT Manager"
"19766","-99"
"19767",""
"19768","Invalide/a la maison"
"19769",""
"19770","Manager"
"19771","-99"
"19772",""
"19773","security"
"19774",""
"19775","retired"
"19776","Directrice des relations gouvernementales"
"19777","Informaticien"
"19778","Safety inspection"
"19779",""
"19780","construction"
"19781","Education Consultant"
"19782","educator"
"19783",""
"19784","-99"
"19785","-99"
"19786","Conseillère aux ventes"
"19787","-99"
"19788","-99"
"19789","Conseiller gestion de patrimoine"
"19790","Manager"
"19791","-99"
"19792","Architect"
"19793",""
"19794","Accountant"
"19795","Organizational Development Consultant"
"19796","-99"
"19797","Secrétaire"
"19798","Homemaker"
"19799",""
"19800","office worker"
"19801","Surgeon"
"19802","Homemaker"
"19803","union rep"
"19804",""
"19805","Admin assistant"
"19806",""
"19807",""
"19808",""
"19809","Freelancer"
"19810","driver"
"19811","Teacher"
"19812",""
"19813",""
"19814",""
"19815",""
"19816",""
"19817","Sales administration"
"19818",""
"19819","Director of Sales"
"19820","Medical Lab Scientist"
"19821","Travailleur autonome"
"19822",""
"19823","Fonctionnaire"
"19824","Agente d’assurance"
"19825","Accountant"
"19826","foreman"
"19827",""
"19828","Disabled"
"19829","rédactrice et correctrice"
"19830","Technicienne en administration"
"19831",""
"19832","Clerical"
"19833","Clerical"
"19834","Marketing"
"19835","Director HR"
"19836","Airline employee"
"19837","Homemaker"
"19838","Teacher"
"19839","Proffesional"
"19840","travailleur autonome"
"19841","conseillère rh"
"19842","Travailleur à temps plein"
"19843",""
"19844","-99"
"19845",""
"19846",""
"19847","Engineer/Thermographer"
"19848","Welder"
"19849",""
"19850","admin."
"19851","Accounting"
"19852","recieving"
"19853","Bookkeeper"
"19854","Home maker"
"19855","-99"
"19856","Retrairé"
"19857",""
"19858","consultant re: Customs"
"19859","Manager"
"19860","Project Manager"
"19861","analyst"
"19862","Office Administrator"
"19863","Crisis Responder"
"19864","Business owner"
"19865","computer consulant"
"19866",""
"19867","office work"
"19868","Fonctionnaire"
"19869","Casting Associate"
"19870",""
"19871",""
"19872","Librarian"
"19873","Administration"
"19874","admin"
"19875","Education"
"19876","-99"
"19877","Éducatrice spécialisée"
"19878","Analyst"
"19879",""
"19880","Clerk"
"19881","Chemist"
"19882","Audit"
"19883",""
"19884","administrator"
"19885",""
"19886","Janitor"
"19887","informaticien"
"19888",""
"19889","manager"
"19890","Infirmière"
"19891","office"
"19892","-99"
"19893","Réseau de la santé"
"19894","Nurse"
"19895",""
"19896","Editor"
"19897",""
"19898","-99"
"19899","retired"
"19900",""
"19901",""
"19902","Government"
"19903","Comms"
"19904","Administrative assistant"
"19905",""
"19906",""
"19907",""
"19908","student"
"19909",""
"19910",""
"19911","parts"
"19912",""
"19913","Accountant"
"19914","Préfet"
"19915","cashier"
"19916","-99"
"19917","Lender"
"19918","COMMUNAUTAIRE"
"19919","Human Resources"
"19920","Certified Public Accountant"
"19921","Admin Assistant"
"19922","travel agent"
"19923","-99"
"19924",""
"19925","-99"
"19926","Administrative Assistant"
"19927",""
"19928","Sales / Owner"
"19929","Sales Rep"
"19930",""
"19931","student"
"19932","Registered Nurse"
"19933","Transportation"
"19934","-99"
"19935","teaching"
"19936",""
"19937","Consultant"
"19938","quality engineer"
"19939","Benefits officer"
"19940","Planner"
"19941","Occupational Therapist"
"19942","school counsellor"
"19943","Government employee"
"19944",""
"19945","teacher"
"19946","Gardien de sécurité"
"19947","Business owner"
"19948",""
"19949","-99"
"19950","Human Resource Manager"
"19951","Administration Clerk"
"19952",""
"19953",""
"19954",""
"19955",""
"19956","sales"
"19957",""
"19958",""
"19959","Enseignant"
"19960","Warehouse reciever"
"19961","Employé à temps plein"
"19962",""
"19963","secrétaire"
"19964","Real Estate Agent"
"19965","IT Manager"
"19966",""
"19967","convention planner"
"19968",""
"19969","Skills Translation Coordinator"
"19970","-99"
"19971","Customer service rep"
"19972","-99"
"19973","Secretary"
"19974","retail"
"19975","Office Administrator"
"19976",""
"19977",""
"19978","Accountant"
"19979","Automotive industry Technician"
"19980","HSE Manager"
"19981","real estate"
"19982","Law enforcement"
"19983","Property manager"
"19984",""
"19985","Mother"
"19986","office manager"
"19987",""
"19988","Employé à temps plein"
"19989","-99"
"19990","Clerical"
"19991",""
"19992","retraité et travail partiel"
"19993",""
"19994",""
"19995",""
"19996","Consultant"
"19997","Full-time student working part-time"
"19998","-99"
"19999","-99"
"20000","Engineer"
"20001",""
"20002","accountant"
"20003","Builder"
"20004","Student"
"20005","Educator"
"20006","informaticien"
"20007",""
"20008","recreationist"
"20009","-99"
"20010","Etudiant"
"20011","Civil Engineering"
"20012","Cadre UdeM"
"20013","militaire"
"20014","Secrétaire"
"20015","Administration"
"20016","Journalier"
"20017",""
"20018","Italian language instructor"
"20019","Ingénieur"
"20020","Librarian"
"20021","Gestionnaire"
"20022","Financial Advisor / Contact center support"
"20023","-99"
"20024",""
"20025",""
"20026","Ouvrier d’entretien"
"20027","Retraite"
"20028","-99"
"20029","Professional in education"
"20030","Draftsman"
"20031",""
"20032",""
"20033","Executive assistant"
"20034","Peace officer"
"20035","-99"
"20036",""
"20037","Government employee"
"20038","-99"
"20039","Etudiant"
"20040","Comptable"
"20041","Professionnel santé"
"20042","Sales"
"20043","Estimator"
"20044",""
"20045","Service clientèle"
"20046","gestionnaire"
"20047",""
"20048","PSE"
"20049","Vidéojournaliste retraité"
"20050","Office worker"
"20051",""
"20052",""
"20053","Travail temp plein"
"20054",""
"20055",""
"20056","Teacher"
"20057","-99"
"20058","secrétaire"
"20059","Event Planner / Property Manager"
"20060",""
"20061",""
"20062","dishwasher"
"20063","reporter"
"20064","Office manager"
"20065",""
"20066","Professeure de français"
"20067","Finance Analyst"
"20068","-99"
"20069","journalier"
"20070",""
"20071","Student"
"20072","Administration"
"20073","-99"
"20074","Gestionnaire"
"20075",""
"20076","Warehousing"
"20077","Cons Sup"
"20078","Professor/owner"
"20079","-99"
"20080","Receptioniste"
"20081",""
"20082","electrician"
"20083","student"
"20084",""
"20085","RN"
"20086","Inside sales"
"20087","Chargée de cours"
"20088","scientifique"
"20089",""
"20090",""
"20091",""
"20092","Emploi temps plein"
"20093","Financial Advisor"
"20094",""
"20095",""
"20096","Nurse"
"20097",""
"20098","transport service sales"
"20099","Enseignante"
"20100","Travailleur social"
"20101","Informaticien"
"20102",""
"20103","Professionnel travail de bureau"
"20104",""
"20105","Executive"
"20106","-99"
"20107","Senior Public Affairs Advisor"
"20108","Policy analyst"
"20109","travail autonome"
"20110","CsR"
"20111","Psychiatric Nurse"
"20112","associate"
"20113","Student"
"20114","retraite"
"20115","Warehouse Supervisor"
"20116","Infirmière"
"20117",""
"20118","Manufacturing"
"20119","Accounts Manager"
"20120",""
"20121","Law Clerk"
"20122","accounting"
"20123",""
"20124","Admistration"
"20125","Healthcare aide"
"20126",""
"20127","Marketing Manager"
"20128","Travail enseignement"
"20129","exec director home care"
"20130",""
"20131","Pension Officer at FSRA"
"20132","scientist"
"20133","systems analyst"
"20134","Engineer"
"20135","Insurance executive"
"20136","Music teacher"
"20137","Adaptation scolaire"
"20138",""
"20139","radiation therapist"
"20140","educator"
"20141",""
"20142",""
"20143","Admin"
"20144","Teacher"
"20145","Invalide"
"20146",""
"20147",""
"20148","Administrator"
"20149","-99"
"20150",""
"20151","French teacher"
"20152","Self - Employed"
"20153","Retired"
"20154","Organizer"
"20155","hotelier"
"20156","Student"
"20157",""
"20158","Teacher/Hairstylist"
"20159",""
"20160",""
"20161","Production Manager"
"20162","customer service"
"20163","Inspecteur douane"
"20164","auto/truck technician"
"20165",""
"20166",""
"20167",""
"20168",""
"20169","MGR"
"20170","-99"
"20171","analyste"
"20172","homemaker"
"20173","Businessman"
"20174","police constable"
"20175","fonctionnaire"
"20176",""
"20177","Réviseure linguistique"
"20178",""
"20179","superviseur des opérations"
"20180","professeur"
"20181","Television production"
"20182","Gardienne"
"20183","Trainer"
"20184","Communications and Matketing"
"20185","Student"
"20186","retired"
"20187","sales"
"20188",""
"20189","Police officer"
"20190","data engineer"
"20191","-99"
"20192",""
"20193","Student Currently, Retail previously"
"20194",""
"20195",""
"20196","professor"
"20197","ritired"
"20198","midwife"
"20199","Accountant"
"20200","Full Time"
"20201","Business owner"
"20202",""
"20203","welder"
"20204","Teacher"
"20205","Superintendent"
"20206","Caissière"
"20207","Retired"
"20208",""
"20209",""
"20210","Telephony"
"20211","Advisor"
"20212",""
"20213","mechanic"
"20214","construction"
"20215","-99"
"20216","Sales"
"20217","-99"
"20218",""
"20219",""
"20220",""
"20221","Legal assistant"
"20222","gestion entreprise"
"20223",""
"20224","travail"
"20225",""
"20226","-99"
"20227",""
"20228",""
"20229","Entrepreneur"
"20230",""
"20231","retired"
"20232",""
"20233",""
"20234","Accountant"
"20235","Clerical"
"20236","underwriter"
"20237","-99"
"20238","commis"
"20239","Owner/Partner"
"20240","agent de prévention sst"
"20241","Financial Service Manager"
"20242","HR construction"
"20243","Executive assistant"
"20244","-99"
"20245",""
"20246","Responsable de services environnementaux"
"20247","Retired"
"20248","gestionnaire"
"20249","Directrice habitation"
"20250","-99"
"20251","technicienne"
"20252","Gestionnaire"
"20253","economist"
"20254",""
"20255","Gestionnaire"
"20256","retail"
"20257","Adjointe administrative"
"20258","Chargé de projet"
"20259","Lawyer"
"20260","Social worker"
"20261","Security Guard"
"20262","Accounting Clerk"
"20263","Mariner"
"20264","-99"
"20265","Registered nurse"
"20266",""
"20267",""
"20268","Direction d’un établissement de restauration et résidence de tourisme"
"20269","Tech de la santé"
"20270",""
"20271",""
"20272","Clerical"
"20273","retail sales"
"20274","electrical engineering"
"20275",""
"20276","Informaticienne"
"20277",""
"20278",""
"20279","Business Analyst"
"20280","Retired."
"20281",""
"20282","homemaker"
"20283",""
"20284","famille d'accueil pour personnes handicapées"
"20285","Tech"
"20286","College Administrator"
"20287","Front end debpvelopment"
"20288","Teacher"
"20289","Home Inspector"
"20290",""
"20291",""
"20292","Gestionnaire"
"20293","INSURANCE"
"20294",""
"20295","-99"
"20296","-99"
"20297","Directeur administratif"
"20298",""
"20299","-99"
"20300","Electrician"
"20301",""
"20302",""
"20303","-99"
"20304","Letter csrrier"
"20305",""
"20306","MD"
"20307","graphiste"
"20308","agente indemnisation"
"20309",""
"20310","office worker"
"20311","Homemaker"
"20312",""
"20313","-99"
"20314","Project Manager"
"20315","SANS EMPLOI"
"20316","Director of Communications"
"20317",""
"20318","Clerical staff"
"20319",""
"20320",""
"20321","Payroll and Benefits Administrator"
"20322",""
"20323","Retired Nurse"
"20324","Stay at home mom"
"20325","Consultant"
"20326","manager"
"20327",""
"20328",""
"20329","Aircraft Maintenance Tech"
"20330","Esthetician"
"20331",""
"20332",""
"20333","Travail dans une épicerie temps llein"
"20334","-99"
"20335","Employée"
"20336","Gestionnaire"
"20337","Directeur d'un organisme communautaire"
"20338","Pharmacy Assistant"
"20339","Employé de bureau"
"20340",""
"20341","unemployed"
"20342",""
"20343",""
"20344","customer service agent"
"20345","infirmière"
"20346","Investor Relations"
"20347","Accountant"
"20348",""
"20349",""
"20350","Self employment"
"20351",""
"20352",""
"20353",""
"20354","Étudiant"
"20355","Preschool teacher"
"20356","Data entry"
"20357","manager"
"20358","Administrator"
"20359","Banker"
"20360","-99"
"20361","Fitter"
"20362","self employed landscaper/yard owrk"
"20363","Manager McDonalds"
"20364","Infirmière"
"20365","Conseillère en implantation service paie et rh"
"20366"," banker"
"20367","Sales"
"20368",""
"20369","CEO"
"20370",""
"20371","Technicienne en pain"
"20372","clinical neuro psychologist"
"20373","Secretary and cashier"
"20374","Musician"
"20375","student support worker"
"20376","chargé de projet"
"20377","HR"
"20378",""
"20379",""
"20380","retired"
"20381",""
"20382",""
"20383",""
"20384","retired/ disabled"
"20385","none"
"20386","consultant"
"20387",""
"20388","Architect"
"20389","Consultant"
"20390","-99"
"20391","Nurse"
"20392","Technologue"
"20393",""
"20394",""
"20395","Student"
"20396",""
"20397","Technology Manager"
"20398",""
"20399",""
"20400","Mental health worker"
"20401","director"
"20402","garbage"
"20403","Boucher"
"20404","retraité"
"20405",""
"20406","IT professional"
"20407","-99"
"20408",""
"20409",""
"20410","federal public servant"
"20411","journalier"
"20412","IT software analyst"
"20413","Blacksmith"
"20414","-99"
"20415","healthcare"
"20416",""
"20417","-99"
"20418",""
"20419","Finance"
"20420","Artist"
"20421","-99"
"20422","Wastewater treatment operator"
"20423","Cleaner"
"20424",""
"20425","Préposée aux bénéficiaires"
"20426",""
"20427","Engineer"
"20428","Event Planner"
"20429","Government employee"
"20430","Massotherapeute"
"20431",""
"20432","Kinesiologist"
"20433",""
"20434",""
"20435","Teacher"
"20436","Pressier"
"20437","Agente administrative"
"20438","-99"
"20439",""
"20440",""
"20441","Home maker"
"20442","IT"
"20443",""
"20444","Analyst"
"20445","cariste"
"20446","employé"
"20447","Student. Grocery store employee."
"20448","Water well driller"
"20449",""
"20450","Financial Services"
"20451","educator"
"20452","Enseignant"
"20453","X-ray Technologist"
"20454",""
"20455","Manager"
"20456","retired"
"20457","Technician"
"20458",""
"20459","-99"
"20460",""
"20461",""
"20462","Manager"
"20463","Étudiante"
"20464","sales adviser"
"20465",""
"20466","Vétéran Retraiter médical"
"20467","Analyst"
"20468",""
"20469",""
"20470","Chef cuisinière"
"20471","PSW"
"20472","mecanicien"
"20473","Comptable"
"20474","retraitée"
"20475","Salesperson"
"20476","Credit and Finance"
"20477","commis de magasin"
"20478",""
"20479",""
"20480","Education Administration"
"20481",""
"20482","criminologist"
"20483","Physiothérapeute"
"20484","Childcare provider"
"20485","-99"
"20486","cuisiniere et service"
"20487",""
"20488","Human resources"
"20489","Financial Analyst"
"20490",""
"20491","Conducteur"
"20492","-99"
"20493",""
"20494","Health care"
"20495","Manager"
"20496","Retired"
"20497","Teacher"
"20498","Restaurateur"
"20499","Financial Analyst"
"20500","Avocat"
"20501","-99"
"20502",""
"20503",""
"20504","homemaker"
"20505","Étudiants"
"20506","Chief Financial Officer"
"20507","-99"
"20508","-99"
"20509","Administrative clerk"
"20510","Sales"
"20511",""
"20512","engineer"
"20513","Manager/ Accountant"
"20514","Sales Agent"
"20515",""
"20516","IT PM"
"20517",""
"20518","Screening officer"
"20519",""
"20520","-99"
"20521","Self-employed consultant"
"20522","caissière banque"
"20523","Directeure"
"20524","-99"
"20525","Waitress"
"20526",""
"20527","Executive"
"20528","Disabled"
"20529","travailleur"
"20530",""
"20531","Accountant"
"20532",""
"20533",""
"20534","Student right now"
"20535",""
"20536",""
"20537","-99"
"20538",""
"20539","-99"
"20540",""
"20541","Self-employed part-time"
"20542","-99"
"20543","Employée à temps plein"
"20544","Technicienne administrative"
"20545","office Admin"
"20546","Travailleur social"
"20547","Foster Parent"
"20548","Homemaker"
"20549",""
"20550",""
"20551","Care aide"
"20552",""
"20553","technician"
"20554","directeur établissement scolaire"
"20555","clerical/secretary-reception"
"20556",""
"20557",""
"20558","Retired"
"20559"," Contract manager"
"20560","Scientifique"
"20561","Ecart salarial"
"20562","-99"
"20563","System administrator"
"20564",""
"20565",""
"20566","Unemployed"
"20567","Clerk"
"20568","Security"
"20569","-99"
"20570",""
"20571","Engineer"
"20572",""
"20573",""
"20574","educator"
"20575","Accountant"
"20576","Coordo"
"20577","-99"
"20578",""
"20579","lab tech"
"20580","electrician"
"20581","Photographer"
"20582","conseillère principale en ressources humaines"
"20583",""
"20584","-99"
"20585","Analyst"
"20586",""
"20587","Administrator"
"20588","Imprimerie"
"20589",""
"20590","shipper"
"20591","Project Manager"
"20592","sales manager"
"20593",""
"20594",""
"20595","retired"
"20596","College teacher"
"20597","-99"
"20598","Technicienne en architecture"
"20599","etudiante"
"20600","ECE"
"20601","-99"
"20602",""
"20603",""
"20604","Homemaker"
"20605","Microscopist"
"20606",""
"20607","Social Worker"
"20608","Sustainability Consultant"
"20609","Leased operator"
"20610",""
"20611","avocat"
"20612","Représentante"
"20613","Employé temps plein"
"20614","Travail"
"20615","Cyber security"
"20616","Public Servant"
"20617","-99"
"20618",""
"20619","Homemaker"
"20620","Retail"
"20621","Instructor"
"20622","retired"
"20623","Urbaniste"
"20624","Research Analyst"
"20625","Analysts"
"20626","Administrator"
"20627","accounting"
"20628",""
"20629","-99"
"20630",""
"20631","-99"
"20632","chomage"
"20633",""
"20634",""
"20635","Finance"
"20636",""
"20637","Machine operators helper"
"20638","Healthcare director"
"20639","Civil service"
"20640","aircraft maintenance"
"20641","Retraite travail pharmacie"
"20642",""
"20643","Au foyer"
"20644",""
"20645","sales rep"
"20646","-99"
"20647","IT"
"20648","-99"
"20649","technicien"
"20650","Secrétaire"
"20651",""
"20652","-99"
"20653","Teacher"
"20654",""
"20655",""
"20656","office worker"
"20657","Food production operations manager"
"20658","customer service rep"
"20659",""
"20660",""
"20661",""
"20662","-99"
"20663",""
"20664","-99"
"20665",""
"20666","Maintenance"
"20667","Music teacher"
"20668","Service de garde en milieu famillial"
"20669",""
"20670",""
"20671","acheteur"
"20672",""
"20673","sales rep"
"20674",""
"20675","Retired"
"20676","RCMP civilian member"
"20677",""
"20678","Childcare supervisor"
"20679","Admin"
"20680","Customer service"
"20681",""
"20682","extruder operator"
"20683","Locksmith"
"20684","real estate development"
"20685","electrical"
"20686",""
"20687","Tax Advisor"
"20688",""
"20689","Public Servant"
"20690","Graphic Design"
"20691","Retired"
"20692","student"
"20693",""
"20694","Traductrice/enseignante"
"20695","Administrative Assistant"
"20696","Health educator"
"20697","Sous-ministre adjoint"
"20698","Civil servant for Federal Govt"
"20699","economist"
"20700",""
"20701","-99"
"20702","AP Admin"
"20703","Congé de maternité"
"20704","-99"
"20705","Accountant"
"20706","Psw"
"20707","Fonctionnaire"
"20708",""
"20709","communications/retail"
"20710",""
"20711",""
"20712","Electrician"
"20713","Enseignante"
"20714","Secondary Teacher"
"20715",""
"20716",""
"20717",""
"20718","Analysts"
"20719","Retraité"
"20720","Full Time Student"
"20721","Writer"
"20722","-99"
"20723",""
"20724","retail rep"
"20725","-99"
"20726",""
"20727","Banking"
"20728","photographe / caméraman"
"20729","Analyste"
"20730","admin"
"20731",""
"20732","Technicienne en ingenierie"
"20733","Machine Operator"
"20734","Small business owner"
"20735","Skilled Professional"
"20736","Professeur"
"20737","Psychoéducateur"
"20738","-99"
"20739","-99"
"20740","Professeur"
"20741","Travailleur"
"20742","Technicien"
"20743","Student"
"20744","Educator"
"20745","Professional"
"20746","-99"
"20747","-99"
"20748","Customer service"
"20749","Software engineer"
"20750",""
"20751",""
"20752","Director"
"20753",""
"20754",""
"20755",""
"20756","Electrician"
"20757",""
"20758","computer programmer"
"20759","Optician"
"20760","Cashier"
"20761","Au foyer"
"20762","retired"
"20763","-99"
"20764","Finance"
"20765","education"
"20766","sommelier"
"20767","Biosafety Officer"
"20768","fonctionnaire"
"20769","Customer service"
"20770","director"
"20771","Manager"
"20772",""
"20773","Professional Accountant"
"20774","retraiter"
"20775","Propriétaire d'entreprise"
"20776","Superviseur"
"20777","IT Specialist"
"20778","Bookkeeper"
"20779",""
"20780","Food service"
"20781",""
"20782","Étudiante"
"20783","Teacher"
"20784",""
"20785","-99"
"20786","Mechanic"
"20787","-99"
"20788","Education-Special Ed."
"20789","Merchandiser"
"20790","étudiante"
"20791","journaliet"
"20792","professor"
"20793",""
"20794","Accountant"
"20795","Travail de bureau"
"20796","Customer service"
"20797","Ade sociale incapacite severe"
"20798",""
"20799","Small business owner"
"20800","Concierge"
"20801",""
"20802","Sales Rep."
"20803",""
"20804","ENGINEER"
"20805","-99"
"20806","Student"
"20807","Teacher"
"20808",""
"20809","-99"
"20810","travail temps plein"
"20811",""
"20812","Retired"
"20813","Research"
"20814",""
"20815",""
"20816","CPA"
"20817","Chemist"
"20818",""
"20819","Manager"
"20820","-99"
"20821","Teacher"
"20822","Facteur"
"20823","Receptionist"
"20824","Banquier"
"20825",""
"20826","Manager"
"20827","Retired with small farm"
"20828",""
"20829","Dental Tech"
"20830","INCAPACITÉ À TRAVAILLER"
"20831","doctor"
"20832",""
"20833","Management"
"20834","Engineering"
"20835","farmer"
"20836","Registered Nurse"
"20837","insurance"
"20838",""
"20839",""
"20840","poet"
"20841","Technicien en documentation"
"20842","Préposer au bénéficiaire"
"20843","Estimator"
"20844","Cn rail information systems"
"20845",""
"20846","Teacher"
"20847","Student"
"20848","Technicienne de bureau"
"20849","Server"
"20850",""
"20851",""
"20852","Customer service representative trainor"
"20853","-99"
"20854","Secrétaire"
"20855","DBA / System Analyst"
"20856","Sales manager"
"20857","Disabled"
"20858","LPN"
"20859","Enseignement"
"20860","student"
"20861","accountant"
"20862","Temp partiel"
"20863",""
"20864","Computer analyst"
"20865","Chief Clerk"
"20866",""
"20867",""
"20868",""
"20869","accountant"
"20870","electrician"
"20871",""
"20872",""
"20873",""
"20874","-99"
"20875","Tim Hortons employee"
"20876","-99"
"20877","-99"
"20878","Adjointe administrative"
"20879","Healthcare assistant"
"20880","-99"
"20881","Employé"
"20882",""
"20883","military"
"20884","Government"
"20885","Researcher"
"20886","Technicien RF"
"20887","Homemaker"
"20888","Wholesale distributor"
"20889","Consultant"
"20890","accountant"
"20891",""
"20892","Telecommunications"
"20893","Account Analyst"
"20894","Homemaker"
"20895","-99"
"20896",""
"20897",""
"20898",""
"20899","Maud"
"20900",""
"20901","Middle Management"
